timestamp,bpm,quality,source,restorative
2023-09-13T08:36:15.000Z,91,good,awake,False
2023-09-13T08:36:29.000Z,88,good,awake,False
2023-09-13T08:36:40.000Z,103,good,awake,False
2023-09-13T08:53:49.000Z,103,average,awake,False
2023-09-13T08:54:17.000Z,91,average,awake,False
2023-09-13T08:54:26.000Z,96,average,awake,False
2023-09-13T09:36:17.000Z,96,good,awake,False
2023-09-13T09:36:27.000Z,88,good,awake,False
2023-09-13T09:37:15.000Z,84,good,awake,False
2023-09-13T09:41:01.000Z,87,average,awake,False
2023-09-13T09:41:05.000Z,88,average,awake,False
2023-09-13T09:41:06.000Z,92,average,awake,False
2023-09-13T09:46:20.000Z,83,average,awake,False
2023-09-13T09:46:46.000Z,87,average,awake,False
2023-09-13T09:46:47.000Z,84,average,awake,False
2023-09-13T09:51:33.000Z,88,bad,awake,False
2023-09-13T09:51:35.000Z,79,bad,awake,False
2023-09-13T09:51:42.000Z,81,bad,awake,False
2023-09-13T09:53:36.000Z,87,good,awake,False
2023-09-13T09:53:48.000Z,93,good,awake,False
2023-09-13T09:53:50.000Z,98,good,awake,False
2023-09-13T09:58:30.000Z,75,average,awake,False
2023-09-13T09:59:00.000Z,83,average,awake,False
2023-09-13T09:59:02.000Z,88,average,awake,False
2023-09-13T10:01:20.000Z,79,good,awake,False
2023-09-13T10:02:07.000Z,82,good,awake,False
2023-09-13T10:02:22.000Z,84,good,awake,False
2023-09-13T10:08:11.000Z,85,good,awake,False
2023-09-13T10:08:12.000Z,83,good,awake,False
2023-09-13T10:08:14.000Z,78,good,awake,False
2023-09-13T10:12:46.000Z,73,average,awake,False
2023-09-13T10:12:49.000Z,75,average,awake,False
2023-09-13T10:13:28.000Z,63,average,awake,False
2023-09-13T10:41:00.000Z,98,average,awake,False
2023-09-13T10:41:03.000Z,91,average,awake,False
2023-09-13T10:41:04.000Z,96,average,awake,False
2023-09-13T10:53:42.000Z,80,bad,awake,False
2023-09-13T10:53:48.000Z,86,bad,awake,False
2023-09-13T10:53:51.000Z,89,bad,awake,False
2023-09-13T11:00:48.000Z,87,bad,awake,False
2023-09-13T11:00:49.000Z,85,bad,awake,False
2023-09-13T11:00:52.000Z,78,bad,awake,False
2023-09-13T11:07:43.000Z,79,good,awake,False
2023-09-13T11:07:56.000Z,75,good,awake,False
2023-09-13T11:09:00.000Z,73,good,awake,False
2023-09-13T11:13:01.000Z,73,average,awake,False
2023-09-13T11:13:04.000Z,78,average,awake,False
2023-09-13T11:13:06.000Z,81,average,awake,False
2023-09-13T11:23:13.000Z,80,good,awake,False
2023-09-13T11:23:26.000Z,74,good,awake,False
2023-09-13T11:23:31.000Z,77,good,awake,False
2023-09-13T11:28:16.000Z,88,average,awake,False
2023-09-13T11:28:28.000Z,82,average,awake,False
2023-09-13T11:28:29.000Z,79,average,awake,False
2023-09-13T11:30:37.000Z,78,good,awake,False
2023-09-13T11:30:49.000Z,86,good,awake,False
2023-09-13T11:30:50.000Z,81,good,awake,False
2023-09-13T11:33:00.000Z,82,good,awake,False
2023-09-13T11:33:10.000Z,94,good,awake,False
2023-09-13T11:33:11.000Z,90,good,awake,False
2023-09-13T11:47:35.000Z,83,good,awake,False
2023-09-13T11:47:43.000Z,81,good,awake,False
2023-09-13T11:47:48.000Z,85,good,awake,False
2023-09-13T12:00:04.000Z,96,bad,awake,False
2023-09-13T12:00:05.000Z,99,bad,awake,False
2023-09-13T12:05:53.000Z,77,good,awake,False
2023-09-13T12:06:30.000Z,79,good,awake,False
2023-09-13T12:06:32.000Z,75,good,awake,False
2023-09-13T12:17:14.000Z,74,good,awake,False
2023-09-13T12:17:17.000Z,76,good,awake,False
2023-09-13T12:17:18.000Z,78,good,awake,False
2023-09-13T12:29:34.000Z,87,good,awake,False
2023-09-13T12:29:40.000Z,95,good,awake,False
2023-09-13T12:30:28.000Z,90,good,awake,False
2023-09-13T12:34:10.000Z,86,good,awake,False
2023-09-13T12:34:33.000Z,81,good,awake,False
2023-09-13T12:34:52.000Z,84,good,awake,False
2023-09-13T12:39:14.000Z,71,good,awake,False
2023-09-13T12:40:23.000Z,74,good,awake,False
2023-09-13T12:40:27.000Z,75,good,awake,False
2023-09-13T12:47:35.000Z,77,average,awake,False
2023-09-13T12:47:36.000Z,79,average,awake,False
2023-09-13T12:47:37.000Z,81,average,awake,False
2023-09-13T13:04:14.000Z,87,good,awake,False
2023-09-13T13:04:26.000Z,83,good,awake,False
2023-09-13T13:04:39.000Z,85,good,awake,False
2023-09-13T13:09:15.000Z,79,good,awake,False
2023-09-13T13:09:30.000Z,87,good,awake,False
2023-09-13T13:09:45.000Z,81,good,awake,False
2023-09-13T13:11:28.000Z,80,good,awake,False
2023-09-13T13:12:05.000Z,84,good,awake,False
2023-09-13T13:12:12.000Z,93,good,awake,False
2023-09-13T13:16:45.000Z,89,good,awake,False
2023-09-13T13:17:09.000Z,86,good,awake,False
2023-09-13T13:17:12.000Z,88,good,awake,False
2023-09-13T13:22:02.000Z,81,good,awake,False
2023-09-13T13:22:49.000Z,86,good,awake,False
2023-09-13T13:22:57.000Z,83,good,awake,False
2023-09-13T13:27:11.000Z,84,good,awake,False
2023-09-13T13:27:13.000Z,87,good,awake,False
2023-09-13T13:27:29.000Z,89,good,awake,False
2023-09-13T13:37:07.000Z,88,average,awake,False
2023-09-13T13:37:08.000Z,87,average,awake,False
2023-09-13T13:37:24.000Z,84,average,awake,False
2023-09-13T13:42:55.000Z,87,average,awake,False
2023-09-13T13:42:56.000Z,85,average,awake,False
2023-09-13T13:43:03.000Z,90,average,awake,False
2023-09-13T13:44:46.000Z,95,average,awake,False
2023-09-13T13:44:54.000Z,89,average,awake,False
2023-09-13T13:44:59.000Z,93,average,awake,False
2023-09-13T13:49:41.000Z,80,good,awake,False
2023-09-13T13:49:42.000Z,85,good,awake,False
2023-09-13T13:49:50.000Z,91,good,awake,False
2023-09-13T13:59:08.000Z,81,good,awake,False
2023-09-13T13:59:09.000Z,88,good,awake,False
2023-09-13T13:59:29.000Z,86,good,awake,False
2023-09-13T14:05:27.000Z,84,average,awake,False
2023-09-13T14:05:30.000Z,85,average,awake,False
2023-09-13T14:21:40.000Z,87,good,awake,False
2023-09-13T14:21:49.000Z,83,good,awake,False
2023-09-13T14:21:55.000Z,81,good,awake,False
2023-09-13T14:29:02.000Z,95,average,awake,False
2023-09-13T14:29:47.000Z,80,average,awake,False
2023-09-13T14:29:48.000Z,85,average,awake,False
2023-09-13T14:31:13.000Z,97,bad,awake,False
2023-09-13T14:31:20.000Z,43,bad,awake,False
2023-09-13T14:31:56.000Z,57,bad,awake,False
2023-09-13T14:34:16.000Z,93,average,awake,False
2023-09-13T14:34:17.000Z,88,average,awake,False
2023-09-13T14:34:20.000Z,86,average,awake,False
2023-09-13T14:36:08.000Z,83,good,awake,False
2023-09-13T14:36:21.000Z,85,good,awake,False
2023-09-13T14:36:39.000Z,80,good,awake,False
2023-09-13T14:41:19.000Z,82,good,awake,False
2023-09-13T14:41:32.000Z,86,good,awake,False
2023-09-13T14:41:41.000Z,77,good,awake,False
2023-09-13T14:46:13.000Z,81,good,awake,False
2023-09-13T14:47:42.000Z,84,good,awake,False
2023-09-13T14:51:52.000Z,86,good,awake,False
2023-09-13T14:51:57.000Z,78,good,awake,False
2023-09-13T14:52:00.000Z,89,good,awake,False
2023-09-13T14:57:22.000Z,78,good,awake,False
2023-09-13T14:57:24.000Z,82,good,awake,False
2023-09-13T14:57:40.000Z,80,good,awake,False
2023-09-13T15:01:45.000Z,83,good,awake,False
2023-09-13T15:01:48.000Z,90,good,awake,False
2023-09-13T15:01:52.000Z,86,good,awake,False
2023-09-13T15:14:03.000Z,87,average,awake,False
2023-09-13T15:14:27.000Z,92,average,awake,False
2023-09-13T15:14:28.000Z,86,average,awake,False
2023-09-13T15:54:44.000Z,93,bad,awake,False
2023-09-13T15:54:45.000Z,96,bad,awake,False
2023-09-13T15:54:58.000Z,87,bad,awake,False
2023-09-13T16:01:35.000Z,86,good,awake,False
2023-09-13T16:01:41.000Z,98,good,awake,False
2023-09-13T16:01:42.000Z,103,good,awake,False
2023-09-13T16:03:33.000Z,98,good,awake,False
2023-09-13T16:03:34.000Z,102,good,awake,False
2023-09-13T16:03:41.000Z,91,good,awake,False
2023-09-13T16:08:41.000Z,78,average,awake,False
2023-09-13T16:08:57.000Z,95,average,awake,False
2023-09-13T16:09:18.000Z,112,average,awake,False
2023-09-13T16:10:55.000Z,100,average,awake,False
2023-09-13T16:11:01.000Z,95,average,awake,False
2023-09-13T16:11:04.000Z,101,average,awake,False
2023-09-13T16:15:24.000Z,122,average,awake,False
2023-09-13T16:15:54.000Z,98,average,awake,False
2023-09-13T16:15:56.000Z,100,average,awake,False
2023-09-13T16:23:01.000Z,100,good,awake,False
2023-09-13T16:23:10.000Z,96,good,awake,False
2023-09-13T16:23:34.000Z,90,good,awake,False
2023-09-13T16:28:07.000Z,93,average,awake,False
2023-09-13T16:28:08.000Z,90,average,awake,False
2023-09-13T16:28:28.000Z,74,average,awake,False
2023-09-13T16:30:20.000Z,87,good,awake,False
2023-09-13T16:30:36.000Z,92,good,awake,False
2023-09-13T16:35:33.000Z,88,good,awake,False
2023-09-13T16:35:54.000Z,82,good,awake,False
2023-09-13T16:36:11.000Z,109,good,awake,False
2023-09-13T16:43:53.000Z,82,good,awake,False
2023-09-13T16:43:54.000Z,85,good,awake,False
2023-09-13T16:43:59.000Z,87,good,awake,False
2023-09-13T16:48:59.000Z,98,good,awake,False
2023-09-13T16:49:01.000Z,90,good,awake,False
2023-09-13T16:49:12.000Z,84,good,awake,False
2023-09-13T16:51:03.000Z,101,average,awake,False
2023-09-13T16:51:28.000Z,90,average,awake,False
2023-09-13T16:51:30.000Z,80,average,awake,False
2023-09-13T16:55:51.000Z,81,good,awake,False
2023-09-13T16:55:53.000Z,90,good,awake,False
2023-09-13T16:55:55.000Z,92,good,awake,False
2023-09-13T16:58:27.000Z,84,good,awake,False
2023-09-13T16:59:10.000Z,93,good,awake,False
2023-09-13T16:59:12.000Z,89,good,awake,False
2023-09-13T17:03:21.000Z,90,good,awake,False
2023-09-13T17:03:38.000Z,83,good,awake,False
2023-09-13T17:05:45.000Z,94,good,awake,False
2023-09-13T17:05:48.000Z,91,good,awake,False
2023-09-13T17:05:49.000Z,97,good,awake,False
2023-09-13T17:07:35.000Z,91,bad,awake,False
2023-09-13T17:07:36.000Z,97,bad,awake,False
2023-09-13T17:07:47.000Z,115,bad,awake,False
2023-09-13T17:09:58.000Z,75,good,awake,False
2023-09-13T17:10:03.000Z,86,good,awake,False
2023-09-13T17:10:17.000Z,90,good,awake,False
2023-09-13T17:24:27.000Z,101,average,awake,False
2023-09-13T17:24:30.000Z,93,average,awake,False
2023-09-13T17:32:38.000Z,91,average,awake,False
2023-09-13T17:32:40.000Z,84,average,awake,False
2023-09-13T17:32:43.000Z,87,average,awake,False
2023-09-13T17:51:55.000Z,95,average,awake,False
2023-09-13T17:51:56.000Z,89,average,awake,False
2023-09-13T17:51:57.000Z,90,average,awake,False
2023-09-13T17:53:28.000Z,89,good,awake,False
2023-09-13T17:54:22.000Z,87,good,awake,False
2023-09-13T17:54:24.000Z,93,good,awake,False
2023-09-13T17:58:43.000Z,88,good,awake,False
2023-09-13T17:58:53.000Z,95,good,awake,False
2023-09-13T17:59:04.000Z,84,good,awake,False
2023-09-13T18:06:10.000Z,73,bad,awake,False
2023-09-13T18:06:26.000Z,94,bad,awake,False
2023-09-13T18:06:27.000Z,92,bad,awake,False
2023-09-13T18:11:21.000Z,89,good,awake,False
2023-09-13T18:11:25.000Z,80,good,awake,False
2023-09-13T18:11:29.000Z,85,good,awake,False
2023-09-13T18:13:50.000Z,88,good,awake,False
2023-09-13T18:13:58.000Z,99,good,awake,False
2023-09-13T18:14:08.000Z,92,good,awake,False
2023-09-13T18:21:10.000Z,103,good,awake,False
2023-09-13T18:21:12.000Z,99,good,awake,False
2023-09-13T18:21:18.000Z,96,good,awake,False
2023-09-13T18:31:06.000Z,82,average,awake,False
2023-09-13T18:31:07.000Z,84,average,awake,False
2023-09-13T18:31:21.000Z,96,average,awake,False
2023-09-13T18:33:28.000Z,88,good,awake,False
2023-09-13T18:33:33.000Z,84,good,awake,False
2023-09-13T18:34:04.000Z,80,good,awake,False
2023-09-13T18:42:21.000Z,77,good,awake,False
2023-09-13T18:42:27.000Z,85,good,awake,False
2023-09-13T18:42:35.000Z,90,good,awake,False
2023-09-13T18:47:22.000Z,78,good,awake,False
2023-09-13T18:47:42.000Z,87,good,awake,False
2023-09-13T18:48:16.000Z,84,good,awake,False
2023-09-13T18:51:59.000Z,90,good,awake,False
2023-09-13T18:52:26.000Z,86,good,awake,False
2023-09-13T18:52:46.000Z,81,good,awake,False
2023-09-13T18:57:23.000Z,83,good,awake,False
2023-09-13T18:57:45.000Z,76,good,awake,False
2023-09-13T18:58:35.000Z,79,good,awake,False
2023-09-13T19:02:45.000Z,83,good,awake,False
2023-09-13T19:02:51.000Z,81,good,awake,False
2023-09-13T19:03:46.000Z,77,good,awake,False
2023-09-13T19:07:54.000Z,77,good,awake,False
2023-09-13T19:08:39.000Z,80,good,awake,False
2023-09-13T19:08:51.000Z,75,good,awake,False
2023-09-13T19:14:49.000Z,69,bad,awake,False
2023-09-13T19:15:11.000Z,89,bad,awake,False
2023-09-13T19:15:24.000Z,86,bad,awake,False
2023-09-13T19:24:49.000Z,109,average,awake,False
2023-09-13T19:24:58.000Z,93,average,awake,False
2023-09-13T19:25:01.000Z,103,average,awake,False
2023-09-13T19:27:11.000Z,92,good,awake,False
2023-09-13T19:27:22.000Z,107,good,awake,False
2023-09-13T19:27:24.000Z,103,good,awake,False
2023-09-13T19:30:14.000Z,76,good,awake,False
2023-09-13T19:30:28.000Z,80,good,awake,False
2023-09-13T19:31:14.000Z,78,good,awake,False
2023-09-13T19:48:29.000Z,71,average,awake,False
2023-09-13T19:48:30.000Z,88,average,awake,False
2023-09-13T19:48:34.000Z,91,average,awake,False
2023-09-13T19:53:17.000Z,83,good,awake,False
2023-09-13T19:54:48.000Z,86,good,awake,False
2023-09-13T19:54:50.000Z,81,good,awake,False
2023-09-13T20:00:34.000Z,83,good,awake,False
2023-09-13T20:00:42.000Z,77,good,awake,False
2023-09-13T20:00:46.000Z,79,good,awake,False
2023-09-13T20:05:55.000Z,74,bad,awake,False
2023-09-13T20:05:57.000Z,78,bad,awake,False
2023-09-13T20:06:09.000Z,86,bad,awake,False
2023-09-13T20:22:49.000Z,85,good,awake,False
2023-09-13T20:23:51.000Z,78,good,awake,False
2023-09-13T20:23:53.000Z,82,good,awake,False
2023-09-13T20:28:26.000Z,84,good,awake,False
2023-09-13T20:28:53.000Z,81,good,awake,False
2023-09-13T20:28:56.000Z,77,good,awake,False
2023-09-13T20:40:39.000Z,57,average,awake,True
2023-09-13T20:40:56.000Z,56,average,awake,True
2023-09-13T20:40:59.000Z,55,average,awake,True
2023-09-13T20:45:51.000Z,69,good,awake,False
2023-09-13T20:45:58.000Z,73,good,awake,False
2023-09-13T20:46:12.000Z,70,good,awake,False
2023-09-13T20:55:44.000Z,79,good,awake,False
2023-09-13T20:55:45.000Z,75,good,awake,False
2023-09-13T20:56:43.000Z,82,good,awake,False
2023-09-13T21:01:28.000Z,87,average,awake,False
2023-09-13T21:01:38.000Z,97,average,awake,False
2023-09-13T21:01:48.000Z,80,average,awake,False
2023-09-13T21:03:21.000Z,79,good,awake,False
2023-09-13T21:03:26.000Z,76,good,awake,False
2023-09-13T21:03:38.000Z,84,good,awake,False
2023-09-13T21:05:41.000Z,108,average,awake,False
2023-09-13T21:06:01.000Z,81,average,awake,False
2023-09-13T21:06:02.000Z,81,average,awake,False
2023-09-13T21:08:31.000Z,72,good,awake,False
2023-09-13T21:09:04.000Z,82,good,awake,False
2023-09-13T21:09:10.000Z,76,good,awake,False
2023-09-13T21:13:00.000Z,81,average,awake,False
2023-09-13T21:13:15.000Z,81,average,awake,False
2023-09-13T21:18:10.000Z,71,average,awake,False
2023-09-13T21:18:14.000Z,83,average,awake,False
2023-09-13T21:18:29.000Z,74,average,awake,False
2023-09-13T21:23:26.000Z,78,good,awake,False
2023-09-13T21:23:40.000Z,70,good,awake,False
2023-09-13T21:25:01.000Z,73,good,awake,False
2023-09-13T21:46:34.000Z,82,average,awake,False
2023-09-13T21:46:35.000Z,79,average,awake,False
2023-09-13T21:47:09.000Z,77,average,awake,False
2023-09-13T21:52:04.000Z,76,good,awake,False
2023-09-13T21:52:27.000Z,81,good,awake,False
2023-09-13T21:53:00.000Z,90,good,awake,False
2023-09-13T22:32:45.000Z,83,good,awake,False
2023-09-13T22:33:08.000Z,89,good,awake,False
2023-09-13T22:33:25.000Z,87,good,awake,False
2023-09-13T22:40:30.000Z,100,good,awake,False
2023-09-13T22:40:35.000Z,102,good,awake,False
2023-09-13T22:40:37.000Z,103,good,awake,False
2023-09-13T22:52:30.000Z,83,good,awake,False
2023-09-13T22:52:32.000Z,81,good,awake,False
2023-09-13T22:52:40.000Z,87,good,awake,False
2023-09-13T22:55:03.000Z,78,average,awake,False
2023-09-13T22:58:09.000Z,77,good,awake,False
2023-09-13T22:58:16.000Z,70,good,awake,False
2023-09-13T22:58:21.000Z,72,good,awake,False
2023-09-13T23:04:07.000Z,75,good,awake,False
2023-09-13T23:04:09.000Z,76,good,awake,False
2023-09-13T23:04:12.000Z,72,good,awake,False
2023-09-13T23:06:23.000Z,86,average,awake,False
2023-09-13T23:06:24.000Z,80,average,awake,False
2023-09-13T23:06:26.000Z,82,average,awake,False
2023-09-13T23:12:46.000Z,70,good,awake,False
2023-09-13T23:12:48.000Z,74,good,awake,False
2023-09-13T23:13:07.000Z,71,good,awake,False
2023-09-13T23:17:50.000Z,72,good,awake,False
2023-09-13T23:18:12.000Z,75,good,awake,False
2023-09-13T23:18:13.000Z,72,good,awake,False
2023-09-13T23:24:06.000Z,64,good,awake,True
2023-09-13T23:24:09.000Z,66,good,awake,True
2023-09-13T23:24:11.000Z,67,good,awake,True
2023-09-14T05:46:34.000Z,87,good,awake,False
2023-09-14T05:47:12.000Z,84,good,awake,False
2023-09-14T05:47:13.000Z,81,good,awake,False
2023-09-14T06:21:31.000Z,89,bad,awake,False
2023-09-14T06:22:14.000Z,94,bad,awake,False
2023-09-14T06:28:05.000Z,90,average,awake,False
2023-09-14T06:28:07.000Z,87,average,awake,False
2023-09-14T06:28:09.000Z,86,average,awake,False
2023-09-14T06:30:34.000Z,77,good,awake,False
